ID,Name,Brand,Color,Variants,image_name,ImageName,ImageExt,ImageWsrv,Currency,Price,StockStatus,StockQuantity,Categories,Description,spec1,spec2,spec3,spec4,spec5,spec6,spec7,Image1,Image2,Image3,Image4
6211,Reef Veridian EDP Perfume By Reef Perfumes,,,,Viridian-by-Reef-new.webp,Viridian-by-Reef-new,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2026%2F01%2FViridian-by-Reef-new.webp&w=768&fit=contain&trim=10&output=png,KShs,1000000,instock,,"Fragrance, Unisex","Viridian Perfume by Reef Perfumes is a new summer fragrance that exudes serene luxury and refined details. Its scent opens with a unique note that leaves a distinct impression from the first moment, then flows smoothly into a soft heart that reflects balance and inner beauty. Its final touch is warm, leaving a calm, lasting effect, like a subtle fingerprint expressing refined taste and a balanced presence. Fragrance Notes: Top Notes: Almond Blossom, Clementine, Incense Heart Notes: Jasmine, Peony, Amaryllis Base Notes: White Musk, Vanilla, Amber",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2026/01/Viridian-by-Reef-new.webp,https://middleeasternscents.co.ke/wp-content/uploads/2026/01/Viridian-by-Reef.webp,,
6083,Eclaire Banoffi,,,Scent: Gourmand | Volume: 100ML,lattafa-eclaire-banoffi-perfume-100ml.webp,lattafa-eclaire-banoffi-perfume-100ml,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Flattafa-eclaire-banoffi-perfume-100ml-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,370000,instock,,"Female, Fragrance","Top notes: Banana and Dulce de leche. Middle notes: Whipped Cream and Vanilla. Base notes: Praline, Biscuit and Musk. Éclaire Banoffi by Lattafa is a sumptuous gourmand fragrance inspired by the world-famous English dessert, Banoffee Pie—a delectable blend of banana, cream, and caramel. It opens with a mouthwatering fusion of banana and dulce de leche, capturing the comforting sweetness of a golden caramel swirl and the warmth of ripe fruit. The result is creamy, velvety, and irresistibly indulgent, evoking the comforting pleasure of a dessert freshly served from the oven. As the fragrance unfolds, layers of whipped cream and vanilla melt into a heart of pure gourmand bliss. The base reveals a deliciously textured accord of praline, biscuit, and musk, balancing sweetness with sophistication. The musky undertone softens the sugary richness, lending elegance to the composition and ensuring lasting comfort on the skin. Éclaire Banoffi is more than a perfume—it’s an edible fantasy in a bottle, designed for lovers of creamy, sweet, and refined indulgence.",Scent: Gourmand,Volume: 100ML,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/lattafa-eclaire-banoffi-perfume-100ml.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/lattafa-eclaire-banoffi-perfume-100ml-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/lattafa-eclaire-banoffi.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/lattafa-eclaire-banoffi-768x940.webp
6080,Eclaire Pistache,,,Scent: Gourmand | Volume: 100ML,lattafa-eclaire-pistache-bottle.webp,lattafa-eclaire-pistache-bottle,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Flattafa-eclaire-pistache-bottle-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,330000,instock,,"Female, Fragrance","Top notes: Pistachio Spread Cream and Pistachio. Middle notes: Cacao, Whipped Cream and Coconut. Base notes: Milk, Vanilla and Musk. Éclaire Pistache by Lattafa is a lavish gourmand fragrance inspired by the art of fine pastry. From the first moment, it unveils an irresistible duet of pistachio spread cream and roasted pistachio, capturing the warmth of a golden confection just out of the oven. The opening feels nutty, smooth, and indulgent—like a spoonful of sweet pistachio cream melting over soft sponge cake. At the heart, rich layers of cacao, whipped cream, and coconut create a creamy, velvety texture that balances warmth with sophistication. As the fragrance deepens, milk, vanilla, and musk blend into a luscious base, offering a soft and comforting finish that lingers beautifully on the skin. Both toasted and creamy, Éclaire Pistache transforms the essence of pistachio into an elegant, modern signature. Addictive, creamy, and refined, it’s a true olfactory dessert for those who love their sweetness wrapped in luxury.",Scent: Gourmand,Volume: 100ML,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/lattafa-eclaire-pistache-bottle.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/lattafa-eclaire-pistache-bottle-768x768.webp,,
6078,Asad Elixir,,,"Volume: 100ML | Scent: Spicy, Woody",asad-elixir-by-lattafa-eau-de-parfum.webp,asad-elixir-by-lattafa-eau-de-parfum,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Fasad-elixir-by-lattafa-eau-de-parfum-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,300000,instock,,"Fragrance, Male","Top notes: Grapefruit, Pink Pepper and Saffron. Middle notes: Tobacco, Cedar and Vanilla. Base notes: Light Amber, Patchouli, Frankincense and Cashmeran. Asad Elixir by Lattafa is a bold and intoxicating reinterpretation of the iconic Asad, deepened with greater power, richness, and sensuality. It opens with an electrifying blend of grapefruit, pink pepper, and saffron, igniting the senses with spice and heat. This sharp, daring opening embodies raw confidence and magnetic intensity—an invitation into the darker side of elegance. At the heart, tobacco, cedarwood, and vanilla create a smoky, creamy contrast—refined yet dangerously seductive. The base reveals an intricate fusion of amber, patchouli, frankincense, and cashmeran, adding depth, warmth, and mystery. Asad Elixir is strength in liquid form: smooth, smoldering, and utterly addictive. A statement fragrance for those who don’t follow the rules—they write them.",Volume: 100ML,"Scent: Spicy, Woody",,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/asad-elixir-by-lattafa-eau-de-parfum.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/asad-elixir-by-lattafa-eau-de-parfum-768x768.webp,,
6075,Yara Elixir,,,"Scent: Creamy, Floral Gourmand | Volume: 100ML",yara-elixir-by-lattafa-eau-de-parfum.webp,yara-elixir-by-lattafa-eau-de-parfum,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Fyara-elixir-by-lattafa-eau-de-parfum-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,300000,instock,,"Female, Fragrance","Top notes: Strawberry S’mores and Black Currant. Middle notes: Jasmine and Orange Blossom. Base notes: Caramel, Vanilla, Amber and Musk. Yara Elixir by Lattafa is a sensual oriental-gourmand fragrance that celebrates modern femininity with irresistible sweetness and magnetic charm. It opens with an indulgent fusion of strawberry s’mores and black currant, blending creamy chocolate warmth with juicy red fruits for a playful yet sophisticated start. The heart blooms with jasmine and orange blossom, adding radiant floral elegance and a luminous, feminine allure. As the scent deepens, caramel, vanilla, amber, and musk create a rich, velvety base that wraps the skin in golden warmth. The result is both sweet and seductive—an enchanting trail that lingers long after you leave the room. Yara Elixir embodies confidence, allure, and indulgence in perfect balance—a fragrance made for the woman who knows her power and wears it with grace.","Scent: Creamy, Floral Gourmand",Volume: 100ML,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/yara-elixir-by-lattafa-eau-de-parfum.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/yara-elixir-by-lattafa-eau-de-parfum-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/lattafa-yara-elixir.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/lattafa-yara-elixir-768x768.webp
6019,Nasmaat,,,"Scent: Floral, Fruity, Sweet, Woody | Volume: 100ML",nasamat.webp,nasamat,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Fnasamat-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,300000,instock,,"Female, Fragrance","Top Notes: Blackcurrant, Pineapple, Apricot Heart Notes: Magnolia, Orange Blossom, Rose, Cyclamen, Jasmine Base Notes: Caramel, Vanilla, Sandalwood, Cashmeran Lattafa Nasmaat is a fragrance that beautifully balances vibrance, elegance, and warmth. It opens with a playful burst of blackcurrant, pineapple, and apricot, delivering a fruity brightness. The heart reveals a lush floral blend of magnolia, orange blossom, rose, cyclamen, and jasmine, evoking the charm of a blooming garden in full flourish. As the scent deepens, caramel, vanilla, sandalwood, and cashmeran create a creamy, velvety base that lingers softly, wrapping you in comfort and refinement.","Scent: Floral, Fruity, Sweet, Woody",Volume: 100ML,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/nasamat.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/nasamat-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/nasamat-2.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/nasamat-2-768x768.webp
6012,Layaan,,,"Scent: Floral, Fruity, Woody",layaan.jpg,layaan,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Flayaan.jpg&w=768&fit=contain&trim=10&output=png,KShs,300000,instock,,"Female, Fragrance","Fragrance Notes: Top : Green pear, Mandarin Heart : Gardenia, Jasmine, Muguet Base : Cedarwood, Musk","Heart : Gardenia, Jasmine, Muguet","Base : Cedarwood, Musk","Scent: Floral, Fruity, Woody",,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/layaan.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Layaan.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Layaan-768x645.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/l.jpg
6007,Pretty in Pink Rayhaan,,,,Rayhaan-Pretty-in-Pink.webp,Rayhaan-Pretty-in-Pink,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FRayhaan-Pretty-in-Pink.webp&w=768&fit=contain&trim=10&output=png,KShs,200000,instock,,Female,"Top Notes: Cassis. Middle Notes: May Rose, Freesia. Base Notes: Vanilla, Patchouli, Woody Notes, Ambroxan.",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Rayhaan-Pretty-in-Pink.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Rayhaan-Pretty-in-Pink-768x961.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Rayhaan-Pretty-in-Pink-2.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Rayhaan-Pretty-in-Pink-2-768x961.webp
6005,Rayhaan Imperia,,,,rayhaan-imperia.webp,rayhaan-imperia,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Frayhaan-imperia.webp&w=768&fit=contain&trim=10&output=png,KShs,220000,instock,,"Fragrance, Male","Top Notes: Bergamot Italy, Apple, Mint, Elemi Philippines. Middle Notes: Jasmine, Rose, Patchouli Indonesia, Sandalwood. Base Notes: Oakmoss, Musk, Amber, Cedar Virginia.",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/rayhaan-imperia.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/rayhaan-imperia-768x961.webp,,
6002,Rayhaan Corium,,,,Rayhaan-Corium-perfume-leather.webp,Rayhaan-Corium-perfume-leather,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FRayhaan-Corium-perfume-leather.webp&w=768&fit=contain&trim=10&output=png,KShs,220000,instock,,"Fragrance, Male","Top Notes: Chesnut, Spices, Elemi. Middle Notes: Sage, Lavendin. Base Notes: Vanilla, Oud Accord, Guaic Wood, Leather.",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Rayhaan-Corium-perfume-leather.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Rayhaan-Corium-perfume-leather-768x961.webp,,
5998,Dahliya by Rayhaan,,,"Scent: Floral, Fresh",rayhaan-dahliya.webp,rayhaan-dahliya,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Frayhaan-dahliya.webp&w=768&fit=contain&trim=10&output=png,KShs,200000,instock,,"Female, Fragrance","Top Notes: Pear, Melon, Magnolia, Peach, Mandarin Orange and Bergamot. Middle Notes: Jasmine, Lily-of-the-Valley, Tuberose, Freesia, Rose, Orchid, Plum and Violet. Base Notes: Musk, Vanilla, Blackberry and Cedar.","Scent: Floral, Fresh",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/rayhaan-dahliya.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/rayhaan-dahliya-768x961.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/rayhaan-dahliya-2.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/rayhaan-dahliya-2-768x961.webp
5932,Rayhaan Jungle Vibe,,,,01jxltplz1.png,01jxltplz1,png,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2F01jxltplz1-768x768.png&w=768&fit=contain&trim=10&output=png,KShs,260000,instock,,"Fragrance, Male","Fragrance Notes Top Notes: Grapefruit, Fig, Bergamot Middle Notes: Violet Leaf, Fig Leaf, Oakmoss Base Notes: Musk, Patchouli, Sandalwood","Middle Notes: Violet Leaf, Fig Leaf, Oakmoss","Base Notes: Musk, Patchouli, Sandalwood",,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/01jxltplz1.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/01jxltplz1-768x768.png,,
5929,Rayhaan Obsidian,,,,06kvz3cpth.png,06kvz3cpth,png,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2F06kvz3cpth-768x768.png&w=768&fit=contain&trim=10&output=png,KShs,280000,instock,,"Fragrance, Male","Fragrance Notes Top Notes: Iris, Citrus Middle Notes: Sueded leather, Floral accords Base Notes: Cedar, Sandalwood, Ambrette, Oud","Middle Notes: Sueded leather, Floral accords","Base Notes: Cedar, Sandalwood, Ambrette, Oud",,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/06kvz3cpth.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/06kvz3cpth-768x768.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/04fyhpzyif.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/04fyhpzyif-768x768.png
5926,Rayhaan Aquatica,,,Scent: Fresh,01ymqtp9gf.jpg,01ymqtp9gf,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2F01ymqtp9gf-768x768.jpg&w=768&fit=contain&trim=10&output=png,KShs,280000,instock,,"Fragrance, Unisex","Fragrance Notes Top Notes: Bergamot, Coconut milk, Lime, Mandarin Middle Notes: Sugar cane, jasmine, Gardenia, Hibiscus Base Notes: Patchouli, musk, Tonka bean, Rum","Middle Notes: Sugar cane, jasmine, Gardenia, Hibiscus","Base Notes: Patchouli, musk, Tonka bean, Rum",Scent: Fresh,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/01ymqtp9gf.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/01ymqtp9gf-768x768.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/02rjhauuvh.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/02rjhauuvh-768x768.jpg
5923,Rayhaan Terra,,,"Volume: 100ML | Scent: Aromatic, Oriental, Vanilla",04e2bwlfve.png,04e2bwlfve,png,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2F04e2bwlfve-768x768.png&w=768&fit=contain&trim=10&output=png,KShs,280000,instock,,"Fragrance, Male","Top Notes: Frankincense, Cardamom, Elemi, Bergamot, Pepper. Middle Notes: Patchouli, Anise, Coriander, Orange Blossom, Cumin, Saffron, Geranium, Rose. Base Notes: Frankincense, Vanilla, Benzoin, Amber, Oud, Birch, Ambroxan, Resins, Maltol, Labdanum, Musk","Top Notes: Frankincense, Cardamom, Elemi, Bergamot, Pepper.","Middle Notes: Patchouli, Anise, Coriander, Orange Blossom, Cumin, Saffron, Geranium, Rose.","Base Notes: Frankincense, Vanilla, Benzoin, Amber, Oud, Birch, Ambroxan, Resins, Maltol, Labdanum, Musk",Volume: 100ML,"Scent: Aromatic, Oriental, Vanilla",,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/04e2bwlfve.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/04e2bwlfve-768x768.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/04cfecrjat.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/04cfecrjat-768x768.png
5920,Rayhaan Elixir,,,Scent: Woody Aromatic,019nrglq4o.jpg,019nrglq4o,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2F019nrglq4o-768x768.jpg&w=768&fit=contain&trim=10&output=png,KShs,280000,instock,,"Fragrance, Male","Fragrance Notes Top Notes: Bergamot, Lavender. Middle Notes: Armoise, Honey. Base Notes: Benzoin, Vanilla, and Tonka","Middle Notes: Armoise, Honey.","Base Notes: Benzoin, Vanilla, and Tonka",Scent: Woody Aromatic,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/019nrglq4o.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/019nrglq4o-768x768.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/02_d4ad33a6-f3fb-4db5-950e-0777ea0b1ccf.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/02_d4ad33a6-f3fb-4db5-950e-0777ea0b1ccf-768x768.jpg
5911,Shiyaaka Snow,,,"Scent: Citrusy, Fresh",035tt6pm7h.png,035tt6pm7h,png,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2F035tt6pm7h-768x768.png&w=768&fit=contain&trim=10&output=png,KShs,290000,instock,,"Fragrance, Unisex","Top Notes Mandarin Orange, Citrus Notes, Bergamot Middle Notes Neroli, Nutmeg, Pink Pepper Base Notes Indonesian Vetivar Oil, Cardamom","Scent: Citrusy, Fresh",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/035tt6pm7h.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/035tt6pm7h-768x768.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/02wbrbojgk.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/02wbrbojgk-768x768.png
5908,Fayora Oshino,,,"Volume: 100ML | Scent: Citrusy, Floral Gourmand",Fayora_Oshino_2.png,Fayora_Oshino_2,png,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FFayora_Oshino_2-768x768.png&w=768&fit=contain&trim=10&output=png,KShs,320000,instock,,"Female, Fragrance","Top: LEMON, BERGAMOT, EXOTIC FRUIT. Middle: PEONY, FRANGIPANI, ALMOND. Base: TONKA BEAN, VANILLA, PATCHOULI.",Volume: 100ML,"Scent: Citrusy, Floral Gourmand",,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Fayora_Oshino_2.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Fayora_Oshino_2-768x768.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Fayora_Oshino_1_2.png,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Fayora_Oshino_1_2-768x768.png
5901,Optimystic Paradox,,,,fragrance-world-optimystic-paradox.webp,fragrance-world-optimystic-paradox,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Ffragrance-world-optimystic-paradox.webp&w=768&fit=contain&trim=10&output=png,KShs,250000,instock,,"Female, Fragrance","Top notes: Bergamot, Pear, Tangerine Heart notes: Orange Blossom, Jasmine, Neroli Base notes: Vanilla, Benzoin, Amber, Musk People who like this perfume also like: Chloé Eau de Parfum, Dolce&Gabbana Light Blue, Yves Saint Laurent Mon Paris","Top notes: Bergamot, Pear, Tangerine","Heart notes: Orange Blossom, Jasmine, Neroli","Base notes: Vanilla, Benzoin, Amber, Musk","People who like this perfume also like: Chloé Eau de Parfum, Dolce&Gabbana Light Blue, Yves Saint Laurent Mon Paris",,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/fragrance-world-optimystic-paradox.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/optimystic-paradox.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/optimystic-paradox-768x998.webp,
5897,Grecia Rosa,,,,rosa.jpg,rosa,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Frosa-768x768.jpg&w=768&fit=contain&trim=10&output=png,KShs,380000,instock,,"Female, Fragrance","Top notes are Champagne Accord, Grapefruit and Pear. Middle notes are Rose, Olibanum, Peony and Jasmine. Base notes are Cedarwood, Vetiver and Oud.",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/rosa.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/rosa-768x768.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/G-rosa.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/G-rosa-768x768.jpg
5890,Vanilla 01,,,"Scent: Floral, Spicy, Vanilla",vanilla-01-bottle.webp,vanilla-01-bottle,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Fvanilla-01-bottle-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,750000,instock,,"Female, Fragrance","Top Notes: Pink Pepper, Madagascar Orange Heart Notes: Jasmine Sambac, Cappuccino, Caramel, Tuberose Base Notes: Vanilla Bourbon Absolute, Tonka Bean Absolute, Sandalwood, Musk","Top Notes: Pink Pepper, Madagascar Orange","Heart Notes: Jasmine Sambac, Cappuccino, Caramel, Tuberose","Base Notes: Vanilla Bourbon Absolute, Tonka Bean Absolute, Sandalwood, Musk","Scent: Floral, Spicy, Vanilla",,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/vanilla-01-bottle.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/vanilla-01-bottle-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/vanilla-01.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/vanilla-01-768x768.webp
5798,Hawas For Her,,,"Scent: Floral, Sweet, Woody | Volume: 100ML | Top notes: Apple, Grapefruit, Pomegranate | Middle notes: Citrus, Iris, Jasmine Sambac | Base notes: Patchouli, Praline, Vetiver",Hawas_Her.webp,Hawas_Her,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FHawas_Her-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,440000,instock,,"Female, Fragrance","Top Notes ~Apple, Grapefruit, Pomegranate Middle Notes ~Jasmine Sambac, Iris Natural, Citrus Base Notes~Patchouli, Vetiver, Praline","Scent: Floral, Sweet, Woody",Volume: 100ML,"Top notes: Apple, Grapefruit, Pomegranate","Middle notes: Citrus, Iris, Jasmine Sambac","Base notes: Patchouli, Praline, Vetiver",,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Hawas_Her.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Hawas_Her-768x768.webp,,
5795,Swar Seduire,,,,arabiyat-prestige-mens-swar-seduire.jpg,arabiyat-prestige-mens-swar-seduire,jpg,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Farabiyat-prestige-mens-swar-seduire-768x768.jpg&w=768&fit=contain&trim=10&output=png,KShs,440000,instock,,"Fragrance, Male","Top Notes : Cinnamon, Dates, Marigold Middle Notes : Dry amber, Sugar Cane, Leathery accord Base Notes : Patchouli, Oud, Vanilla",,,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-mens-swar-seduire.jpg,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/arabiyat-prestige-mens-swar-seduire-768x768.jpg,,
5769,Pinkling,,,"Scent: Floral, Oriental, Smoky, Woody",Pinkling_1.webp,Pinkling_1,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2FPinkling_1-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,330000,instock,,"Female, Fragrance","Top: Cherry, Saffron, Milk Middle: Benzoin, Smoky notes, White flowers Base: Amber, Nagarmotha, Musk","Scent: Floral, Oriental, Smoky, Woody",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Pinkling_1.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/Pinkling_1-768x768.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/pinkling_perfume_for_men_and_women_box.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/pinkling_perfume_for_men_and_women_box-768x768.webp
5767,Cherry Gossip,,,"Scent: Fruity, Oriental sweet",cherry-g.webp,cherry-g,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Fcherry-g-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,330000,instock,,"Female, Fragrance","Top: CHERRY , LICORICE , COFFEE Middle: JASMINE , POWDERY , MILKY Base: VANILLA , WOODY , GOURMAND","Scent: Fruity, Oriental sweet",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/cherry-g.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/cherry-g-768x768.webp,,
5765,Taskeen Wowie,,,"Scent: Creamy, Gourmand, Sweet",taskeen_wowie.webp,taskeen_wowie,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Ftaskeen_wowie-768x768.webp&w=768&fit=contain&trim=10&output=png,KShs,210000,instock,,"Female, Fragrance",100ml,"Scent: Creamy, Gourmand, Sweet",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/taskeen_wowie.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/taskeen_wowie-768x768.webp,,
5763,Miraj Exclusif,,,"Scent: Oriental, Woody",miraj-exclusif.webp,miraj-exclusif,webp,https://wsrv.nl/?url=https%3A%2F%2Fmiddleeasternscents.co.ke%2Fwp-content%2Fuploads%2F2025%2F12%2Fmiraj-exclusif.webp&w=768&fit=contain&trim=10&output=png,KShs,380000,instock,,"Fragrance, Unisex","Top Notes: Cardamom, Coffee. Middle Notes: Jasmine Sambac. Base Notes: Vanilla, Incense, Oud.","Scent: Oriental, Woody",,,,,,,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/miraj-exclusif.webp,https://middleeasternscents.co.ke/wp-content/uploads/2025/12/miraj-exclusif-768x961.webp,,
